2022-11-29 18:57:46,138.7575,2022-11-29 18:57:47
2022-11-29 18:57:47,138.755,2022-11-29 18:57:48
2022-11-29 18:57:48,138.75400000000002,2022-11-29 18:57:49
2022-11-29 18:57:50,138.762,2022-11-29 18:57:50
2022-11-29 18:57:50,138.762,2022-11-29 18:57:51
2022-11-29 18:57:52,138.755,2022-11-29 18:57:53
2022-11-29 18:57:54,138.755,2022-11-29 18:57:54
2022-11-29 18:57:55,138.7545,2022-11-29 18:57:56
2022-11-29 18:57:57,138.753,2022-11-29 18:57:57
2022-11-29 18:57:58,138.755,2022-11-29 18:57:58
2022-11-29 18:58:00,138.75400000000002,2022-11-29 18:58:00
2022-11-29 18:58:01,138.75400000000002,2022-11-29 18:58:02
2022-11-29 18:58:03,138.753,2022-11-29 18:58:04
2022-11-29 18:58:05,138.755,2022-11-29 18:58:05
2022-11-29 18:58:05,138.755,2022-11-29 18:58:07
2022-11-29 18:58:08,138.755,2022-11-29 18:58:08
2022-11-29 18:58:08,138.7545,2022-11-29 18:58:10
2022-11-29 18:58:10,138.756,2022-11-29 18:58:12
2022-11-29 18:58:13,138.7545,2022-11-29 18:58:14
2022-11-29 18:58:14,138.7545,2022-11-29 18:58:15
2022-11-29 18:58:16,138.755,2022-11-29 18:58:17
2022-11-29 18:58:18,138.7545,2022-11-29 18:58:18
2022-11-29 18:58:18,138.755,2022-11-29 18:58:20
2022-11-29 18:58:20,138.756,2022-11-29 18:58:21
2022-11-29 18:58:20,138.756,2022-11-29 18:58:22
2022-11-29 18:58:20,138.756,2022-11-29 18:58:24
2022-11-29 18:58:25,138.753,2022-11-29 18:58:26
2022-11-29 18:58:26,138.755,2022-11-29 18:58:27
2022-11-29 18:58:26,138.755,2022-11-29 18:58:29
2022-11-29 18:58:31,138.7545,2022-11-29 18:58:31
2022-11-29 18:58:31,138.7545,2022-11-29 18:58:32
2022-11-29 18:58:33,138.754,2022-11-29 18:58:34
2022-11-29 18:58:35,138.755,2022-11-29 18:58:35
2022-11-29 18:58:35,138.757,2022-11-29 18:58:36
2022-11-29 18:58:35,138.757,2022-11-29 18:58:38
2022-11-29 18:58:35,138.757,2022-11-29 18:58:40
2022-11-29 18:58:40,138.756,2022-11-29 18:58:41
2022-11-29 18:58:43,138.75400000000002,2022-11-29 18:58:43
2022-11-29 18:58:43,138.75400000000002,2022-11-29 18:58:45
2022-11-29 18:58:45,138.755,2022-11-29 18:58:46
2022-11-29 18:58:45,138.755,2022-11-29 18:58:48
2022-11-29 18:58:45,138.755,2022-11-29 18:58:49
2022-11-29 18:58:50,138.757,2022-11-29 18:58:51
2022-11-29 18:58:50,138.757,2022-11-29 18:58:53
2022-11-29 18:58:50,138.757,2022-11-29 18:58:54
2022-11-29 18:58:50,138.757,2022-11-29 18:58:56
2022-11-29 18:58:56,138.756,2022-11-29 18:58:58
2022-11-29 18:58:56,138.756,2022-11-29 18:58:59
2022-11-29 18:59:01,138.755,2022-11-29 18:59:01
2022-11-29 18:59:01,138.75400000000002,2022-11-29 18:59:02
2022-11-29 18:59:01,138.75400000000002,2022-11-29 18:59:03
2022-11-29 18:59:01,138.75400000000002,2022-11-29 18:59:05
2022-11-29 18:59:06,138.75400000000002,2022-11-29 18:59:06
2022-11-29 18:59:06,138.753,2022-11-29 18:59:07
2022-11-29 18:59:07,138.753,2022-11-29 18:59:09
2022-11-29 18:59:10,138.753,2022-11-29 18:59:10
2022-11-29 18:59:11,138.75400000000002,2022-11-29 18:59:11
2022-11-29 18:59:11,138.753,2022-11-29 18:59:13
2022-11-29 18:59:14,138.757,2022-11-29 18:59:15
2022-11-29 18:59:15,138.753,2022-11-29 18:59:16
2022-11-29 18:59:15,138.753,2022-11-29 18:59:17
2022-11-29 18:59:17,138.753,2022-11-29 18:59:18
2022-11-29 18:59:17,138.753,2022-11-29 18:59:19
2022-11-29 18:59:19,138.756,2022-11-29 18:59:20
2022-11-29 18:59:19,138.756,2022-11-29 18:59:22
2022-11-29 18:59:22,138.753,2022-11-29 18:59:23
2022-11-29 18:59:24,138.75400000000002,2022-11-29 18:59:24
2022-11-29 18:59:25,138.753,2022-11-29 18:59:25
2022-11-29 18:59:26,138.75400000000002,2022-11-29 18:59:26
2022-11-29 18:59:27,138.756,2022-11-29 18:59:28
2022-11-29 18:59:29,138.75400000000002,2022-11-29 18:59:29
2022-11-29 18:59:29,138.75400000000002,2022-11-29 18:59:31
2022-11-29 18:59:29,138.75400000000002,2022-11-29 18:59:32
2022-11-29 18:59:29,138.75400000000002,2022-11-29 18:59:33
2022-11-29 18:59:29,138.75400000000002,2022-11-29 18:59:34
2022-11-29 18:59:35,138.755,2022-11-29 18:59:35
2022-11-29 18:59:36,138.753,2022-11-29 18:59:36
2022-11-29 18:59:36,138.753,2022-11-29 18:59:38
2022-11-29 18:59:36,138.753,2022-11-29 18:59:39
2022-11-29 18:59:39,138.75400000000002,2022-11-29 18:59:40
2022-11-29 18:59:39,138.75400000000002,2022-11-29 18:59:41
2022-11-29 18:59:41,138.753,2022-11-29 18:59:42
2022-11-29 18:59:41,138.753,2022-11-29 18:59:43
2022-11-29 18:59:44,138.755,2022-11-29 18:59:45
2022-11-29 18:59:46,138.752,2022-11-29 18:59:47
2022-11-29 18:59:46,138.752,2022-11-29 18:59:48
2022-11-29 18:59:49,138.752,2022-11-29 18:59:50
2022-11-29 18:59:52,138.752,2022-11-29 18:59:53
2022-11-29 18:59:53,138.7535,2022-11-29 18:59:54
2022-11-29 18:59:55,138.7545,2022-11-29 18:59:55
2022-11-29 18:59:57,138.7545,2022-11-29 18:59:57
2022-11-29 18:59:57,138.7535,2022-11-29 18:59:58
2022-11-29 18:59:59,138.751,2022-11-29 18:59:59
2022-11-29 19:00:01,138.752,2022-11-29 19:00:01
2022-11-29 19:00:02,138.7525,2022-11-29 19:00:03
2022-11-29 19:00:04,138.753,2022-11-29 19:00:05
2022-11-29 19:00:05,138.7515,2022-11-29 19:00:06
2022-11-29 19:00:07,138.75099999999998,2022-11-29 19:00:08
2022-11-29 19:00:08,138.752,2022-11-29 19:00:09
2022-11-29 19:00:10,138.7525,2022-11-29 19:00:10
2022-11-29 19:00:10,138.75099999999998,2022-11-29 19:00:11
2022-11-29 19:00:11,138.75099999999998,2022-11-29 19:00:13
2022-11-29 19:00:14,138.75099999999998,2022-11-29 19:00:15
2022-11-29 19:00:14,138.75099999999998,2022-11-29 19:00:16
2022-11-29 19:00:17,138.7525,2022-11-29 19:00:17
2022-11-29 19:00:19,138.7525,2022-11-29 19:00:19
2022-11-29 19:00:20,138.7525,2022-11-29 19:00:20
2022-11-29 19:00:20,138.7525,2022-11-29 19:00:21
2022-11-29 19:00:23,138.7525,2022-11-29 19:00:23
2022-11-29 19:00:25,138.7535,2022-11-29 19:00:25
2022-11-29 19:00:26,138.753,2022-11-29 19:00:27
2022-11-29 19:00:28,138.7535,2022-11-29 19:00:28
2022-11-29 19:00:29,138.754,2022-11-29 19:00:30
2022-11-29 19:00:31,138.7525,2022-11-29 19:00:32
